title,c_prod_bud,domestic_box_office,domestic_box_office_roi
Room,13000000,14677674.0,0.129
Rosemary's Baby,3200000,33395426.0,9.436
Rosewater,10000000,3128941.0,-0.687
Rounders,12000000,22921898.0,0.91
Rubber,500000,100370.0,-0.799
Ruby in Paradise,800000,1001437.0,0.252
Rudderless,5000000,56001.0,-0.989
Rugrats Go Wild,25000000,39402572.0,0.576
Rugrats in Paris,30000000,76501438.0,1.55
Rules Don’t Apply,26700000,3652206.0,-0.863
Rules of Engagement,60000000,61322858.0,0.022
Rumble in the Bronx,7500000,32281907.0,3.304
Rumor Has It,70000000,42996140.0,-0.386
Run All Night,50000000,26461644.0,-0.471
"Run, Fatboy, Run",10000000,6003262.0,-0.4
Runaway Bride,70000000,152257509.0,1.175
Runner Runner,30000000,19316646.0,-0.356
Running Scared,17000000,6855137.0,-0.597
Running With Scissors,12000000,6860000.0,-0.428
Rush,38000000,26947624.0,-0.291
Rush Hour,35000000,141186864.0,3.034
Rush Hour 2,90000000,226164286.0,1.513
Rush Hour 3,180000000,140125968.0,-0.222
Rushmore,10000000,17105219.0,0.711
S.W.A.T.,70000000,116877597.0,0.67
Sabotage,35000000,10508518.0,-0.7
Sabrina,58000000,53458319.0,-0.078
Safe,33000000,17142080.0,-0.481
Safe Haven,28000000,71399120.0,1.55
Safe House,85000000,126181630.0,0.484
Safe Men,1000000,21210.0,-0.979
Safety Not Guaranteed,750000,4010957.0,4.348
Sahara,145000000,68671925.0,-0.526
Saint John of Las Vegas,2000000,102645.0,-0.949
Saint Ralph,5200000,795126.0,-0.847
Saints and Soldiers,780000,1310470.0,0.68
Salt,130000000,118311368.0,-0.09
Salvador,4500000,1500000.0,-0.667
Salvando al Soldado Perez,4500000,1400726.0,-0.689
Salvation Boulevard,5500000,28468.0,-0.995
Sammy's avonturen: De geheime doorgang,25000000,0.0,-1.0
Samsara,4000000,2672413.0,-0.332
San Andreas,110000000,155190832.0,0.411
San Francisco,1300000,2868000.0,1.206
San qiang pai an jing qi,12000000,190946.0,-0.984
Sanctum,30000000,23209310.0,-0.226
Sands of Iwo Jima,1000000,7800000.0,6.8
Sardaar Ji,2700000,0.0,-1.0
Sausage Party,19000000,97670358.0,4.141
Savage Grace,4600000,434417.0,-0.906
Savages,45000000,47323100.0,0.052
Save the Last Dance,13000000,91038276.0,6.003
Saved!,5000000,8886160.0,0.777
Saving Face,2500000,1187266.0,-0.525
Saving Grace,4000000,12178602.0,2.045
Saving Mr. Banks,35000000,83299761.0,1.38
Saving Private Ryan,65000000,216335085.0,2.328
Saving Silverman,22000000,19351569.0,-0.12
Savva. Serdtse voyna,30000000,0.0,-1.0
Saw,1200000,55968727.0,45.641
Saw 3D,17000000,45710178.0,1.689
Saw II,5000000,87025093.0,16.405
Saw III,10000000,80238724.0,7.024
Saw IV,10000000,63300095.0,5.33
Saw V,10800000,56746769.0,4.254
Saw VI,11000000,27693292.0,1.518
Say It Isn't So,25000000,5516708.0,-0.779
Say Uncle,2000000,5361.0,-0.997
Scarface,25000000,44942821.0,0.798
Scary Movie,19000000,157019771.0,7.264
Scary Movie 2,45000000,71277420.0,0.584
Scary Movie 3,45000000,110000082.0,1.444
Scary Movie 4,40000000,90710620.0,1.268
Scary Movie V,20000000,32015787.0,0.601
Schindler's List,25000000,96067179.0,2.843
School Daze,6000000,14545844.0,1.424
School for Scoundrels,20000000,17807569.0,-0.11
School of Rock,20000000,81261177.0,3.063
Scooby-Doo,84000000,153294164.0,0.825
Scooby-Doo 2: Monsters Unleashed,25000000,84185387.0,2.367
Scoop,4000000,10525717.0,1.631
Scott Pilgrim vs. The World,85000000,31611316.0,-0.628
Scott Walker: 30 Century Man,500000,6840.0,-0.986
Scout's Guide to the Zombie Apocalypse,15000000,3703046.0,-0.753
Scream,15000000,103046663.0,5.87
Scream 2,24000000,101363301.0,3.223
Scream 3,40000000,89138076.0,1.228
Scream 4,40000000,38180928.0,-0.045
Screwed,12000000,6982680.0,-0.418
Scrooged,32000000,59450353.0,0.858
Se jie,15000000,4604982.0,-0.693
Se7en,30000000,100125643.0,2.338
Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582.0,0.219
Sea of Love,19000000,58571513.0,2.083
Seabiscuit,86000000,120277854.0,0.399
Season of the Witch,40000000,24827228.0,-0.379
Secondhand Lions,30000000,42070939.0,0.402
Secret Window,40000000,47958031.0,0.199
Secret in Their Eyes,20000000,20180155.0,0.009
Secretariat,35000000,59699513.0,0.706
Secretary,4000000,4046737.0,0.012
Secrets & Lies,4500000,13417292.0,1.982
See No Evil,8000000,15032800.0,0.879
See Spot Run,16000000,33357476.0,1.085
Seed of Chucky,29000000,17016190.0,-0.413
Seeking a Friend for the End of the World,10000000,7078738.0,-0.292
Selena,20000000,35450113.0,0.773
Self/Less,26000000,12279691.0,-0.528
Selma,20000000,52076908.0,1.604
Semi-Pro,55000000,33479698.0,-0.391
Sen to Chihiro no Kamikakushi,19000000,10049886.0,-0.471
Sense and Sensibility,16500000,42993774.0,1.606
September Dawn,10100000,1066555.0,-0.894
Serbuan maut,1100000,4105123.0,2.732
Serendipity,28000000,50255310.0,0.795
Serenity,39000000,25514517.0,-0.346
Serial Mom,13000000,7881335.0,-0.394
Serving Sara,29000000,16930185.0,-0.416
Session 9,1500000,378176.0,-0.748
Set It Off,9000000,36049108.0,3.005
Seven Pounds,54000000,69951824.0,0.295
Seven Psychopaths,13500000,15024049.0,0.113
Seven Years in Tibet,70000000,37945884.0,-0.458
Seventh Son,95000000,17223265.0,-0.819
Severance,10000000,137221.0,-0.986
Sex Drive,19000000,8402485.0,-0.558
Sex Tape,40000000,38543473.0,-0.036
Sex and the City,57500000,152647258.0,1.655
Sex and the City 2,95000000,95347692.0,0.004
Sex with Strangers,1100000,247740.0,-0.775
"Sex, Lies, and Videotape",1200000,24741667.0,19.618
Sexy Beast,4300000,6946056.0,0.615
Sgt. Bilko,39000000,30356589.0,-0.222
Shade,6800000,25032.0,-0.996
Shadow Conspiracy,45000000,2154540.0,-0.952
Shadow of the Vampire,8000000,8279017.0,0.035
Shadowlands,22000000,25842377.0,0.175
Shaft,53012938,70327868.0,0.327
Shakespeare in Love,26000000,100317794.0,2.858
Shalako,1455000,2620000.0,0.801
Shall We Dance?,40000000,57887882.0,0.447
Shallow Hal,40000000,70836296.0,0.771
Shame,6500000,4002293.0,-0.384
Shanghai,50000000,46425.0,-0.999
Shanghai Knights,50000000,60470220.0,0.209
Shanghai Noon,55000000,56932305.0,0.035
Shanghai Surprise,17000000,2315000.0,-0.864
Shaolin Soccer,10000000,488872.0,-0.951
Shark Night 3D,25000000,18877153.0,-0.245
Shark Tale,75000000,161412000.0,1.152
Shattered Glass,6000000,2207975.0,-0.632
Shaun of the Dead,5000000,13542874.0,1.709
Shaun the Sheep,25000000,19375982.0,-0.225
She Done Him Wrong,200000,2000000.0,9.0
She Wore a Yellow Ribbon,1600000,5400000.0,2.375
She's All That,10000000,63465522.0,5.347
She's Gotta Have It,175000,7137502.0,39.786
She's Out of My League,20000000,32010860.0,0.601
She's the Man,25000000,33889159.0,0.356
She's the One,3500000,9482579.0,1.709
Sheena,25000000,5778353.0,-0.769
Sherlock Holmes,90000000,209028679.0,1.323
Sherlock Holmes: A Game of Shadows,125000000,186848418.0,0.495
Sherrybaby,2000000,199176.0,-0.9
Shi Yue Wei Cheng,23000000,0.0,-1.0
Shichinin no samurai,500000,271736.0,-0.457
Shine,5500000,35811509.0,5.511
Shine a Light,1000000,5505267.0,4.505
Sholem Aleichem: Laughing in the Darkness,500000,1131261.0,1.263
Shooter,60000000,47003582.0,-0.217
Shooting Fish,4000000,302204.0,-0.924
Shopgirl,7500000,10284523.0,0.371
Short Cut to Nirvana: Kumbh Mela,200000,381225.0,0.906
Shortbus,2000000,1985292.0,-0.007
Shorts,20000000,20919166.0,0.046
Shotgun Stories,250000,46026.0,-0.816
Show Boat,2300000,11000000.0,3.783
Showdown in Little Tokyo,8000000,2275557.0,-0.716
Showgirls,40000000,20350754.0,-0.491
Showtime,85000000,37948765.0,-0.554
Shrek,50000000,267655011.0,4.353
Shrek 2,70000000,441226247.0,5.303
Shrek Forever After,165000000,238736787.0,0.447
Shrek the Third,160000000,322719944.0,1.017
Shut In,10000000,6900335.0,-0.31
Shutter,8000000,25928550.0,2.241
Shutter Island,80000000,128012934.0,0.6
Siakh lokhamim: ha'slilim ha'gnouzim,450000,41260.0,-0.908
Sicario,30000000,46889293.0,0.563
Sicko,9000000,24538513.0,1.727
Side Effects,30000000,32172757.0,0.072
Sideways,17000000,71502303.0,3.206
Signs,70702619,227965690.0,2.224
Silence,46500000,341384.0,-0.993
Silent Hill,50000000,46982632.0,-0.06
Silent Hill: Revelation 3D,20000000,17530219.0,-0.123
Silent House,2000000,12739737.0,5.37
Silent Movie,4400000,36145695.0,7.215
Silent Trigger,15000000,76382.0,-0.995
Silmido,8500000,298347.0,-0.965
Silver Bullet,7000000,10803211.0,0.543
Silver Linings Playbook,21000000,132092958.0,5.29
Silverado,26000000,33200000.0,0.277
Simon,1300000,4055.0,-0.997
Simon Birch,20000000,18253415.0,-0.087
Simply Irresistible,6000000,4398989.0,-0.267
Sin City,40000000,74103820.0,0.853
Sin City: A Dame to Kill For,65000000,13757804.0,-0.788
Sinbad: Legend of the Seven Seas,60000000,26483452.0,-0.559
Sing,75000000,180891910.0,1.412
Singin' in the Rain,2540000,7200000.0,1.835
Sinister,3000000,48086903.0,15.029
Sinister 2,10000000,27740955.0,1.774
Sisters,30000000,87044645.0,1.901
Sisters in Law,300000,33312.0,-0.889
"Six Days, Seven Nights",80000000,74339294.0,-0.071
Six-String Samurai,2000000,134624.0,-0.933
Skin Trade,9000000,1242.0,-1.0
Sky Captain and the World of Tomorrow,70000000,37760080.0,-0.461
Sky High,35000000,63939454.0,0.827
Skyfall,200000000,304360277.0,0.522
Skyline,10000000,21416355.0,1.142
Slacker,23000,1227508.0,52.37
Slackers,11000000,4814244.0,-0.562
Slam,1000000,1009819.0,0.01
Sleep Dealer,2500000,80136.0,-0.968
Sleeper,2000000,18344729.0,8.172
Sleepers,44000000,53300852.0,0.211
Sleepover,10000000,9408183.0,-0.059
Sleepy Hollow,70000000,101068340.0,0.444
Sliding Doors,6000000,11911200.0,0.985
Sling Blade,4833610,24475416.0,4.064
Slither,15250000,7802450.0,-0.488
Slow Burn,15500000,1237615.0,-0.92
Slumdog Millionaire,14000000,141319928.0,9.094
Slums of Beverly Hills,5000000,5502773.0,0.101
Small Soldiers,40000000,55143823.0,0.379
Small Time Crooks,18000000,17266359.0,-0.041
Smiling Fish and Goat on Fire,40000,277233.0,5.931
Smilla's Sense of Snow,35000000,2221994.0,-0.937
Smoke Signals,2000000,6719300.0,2.36
Smokin' Aces,17000000,35662731.0,1.098
Snabba Cash,4300000,188870.0,-0.956
Snake Eyes,73000000,55591409.0,-0.238
Snakes on a Plane,33000000,34020814.0,0.031
Snatch,10000000,30093107.0,2.009
Snezhnaya koroleva,7000000,0.0,-1.0
Snitch,15000000,42930462.0,1.862
Snow Angels,1500000,402858.0,-0.731
Snow Day,13000000,60008303.0,3.616
Snow Dogs,32000000,81150692.0,1.536
Snow Falling on Cedars,36000000,14378353.0,-0.601
Snow Flower and the Secret Fan,6000000,1348205.0,-0.775
Snow White and the Huntsman,170000000,155136755.0,-0.087
Snow White and the Seven Dwarfs,1488000,184925485.0,123.278
Snowden,50000000,21587519.0,-0.568
Snowpiercer,40000000,4563029.0,-0.886
Solaris,47000000,14970038.0,-0.681
Soldier,75000000,14623082.0,-0.805
Solitary Man,12500000,4360548.0,-0.651
Solitude,200000,6260.0,-0.969
Solomon and Sheba,5000000,11000000.0,1.2
Some Like it Hot,2883848,25000000.0,7.669
Someone Like You,23000000,27338033.0,0.189
Something Borrowed,35000000,39046489.0,0.116
Something's Gotta Give,80000000,124685242.0,0.559
Somewhere,7000000,1785645.0,-0.745
Somewhere in Time,5100000,9709597.0,0.904
Sommersturm,3000000,95204.0,-0.968
Son of God,22000000,59700064.0,1.714
Son of Rambow: A Home Movie,2000000,1785505.0,-0.107
Son of the Mask,100000000,17018422.0,-0.83
Song One,6000000,32251.0,-0.995
Songcatcher,1800000,3050934.0,0.695
Sonny,4000000,17639.0,-0.996
Sorcerer,21600000,12000000.0,-0.444
Sorority Boys,12000000,10198766.0,-0.15
Sorority Row,12500000,11965282.0,-0.043
Soul Food,7500000,43492389.0,4.799
Soul Kitchen,4900000,276901.0,-0.943
Soul Men,40000000,12082391.0,-0.698
Soul Plane,16000000,13922211.0,-0.13
Soul Surfer,18000000,43853424.0,1.436
Soul Survivors,14000000,3100650.0,-0.779
Sound of My Voice,135000,408015.0,2.022
Source Code,32000000,54712227.0,0.71
"South Park: Bigger, Longer & Uncut",21000000,52037603.0,1.478
Southland Tales,17000000,275380.0,-0.984
Southpaw,30000000,52421953.0,0.747
Space Chimps,37000000,30105968.0,-0.186
Space Cowboys,65000000,90454043.0,0.392
Space Jam,80000000,90463534.0,0.131
Space Pirate Captain Harlock,30000000,0.0,-1.0
Spaceballs,22700000,38119483.0,0.679
Spaced Invaders,3000000,15000000.0,4.0
Spanglish,75000000,42044321.0,-0.439
Sparkle,10000000,24397469.0,1.44
Sparkler,1000000,5494.0,-0.995
Sparrows Dance,175000,2602.0,-0.985
Spartacus,12000000,30000000.0,1.5
Spawn,40000000,54979992.0,0.374
Speak No Evil,150000,0.0,-1.0
Special,1000000,7202.0,-0.993
Species,35000000,60054449.0,0.716
Spectre,300000000,200074175.0,-0.333
Speed,30000000,121248145.0,3.042
Speed 2: Cruise Control,110000000,48097081.0,-0.563
Speed Racer,120000000,43945766.0,-0.634
Speedway Junky,1000000,17127.0,-0.983
Spellbound,1500000,7000000.0,3.667
Sphere,73000000,37068294.0,-0.492
Sphinx,10000000,2000000.0,-0.8
Spice World,25000000,29342592.0,0.174
Spider,10000000,1641788.0,-0.836
Spider-Man,139000000,403706375.0,1.904
Spider-Man 2,200000000,373524485.0,0.868
Spider-Man 3,258000000,336530303.0,0.304
Spirit: Stallion of the Cimarron,80000000,73215310.0,-0.085
Splash,8000000,62599495.0,6.825
Splice,30000000,17010170.0,-0.433
Split Second,7000000,5430822.0,-0.224
Spoken Word,4500000,32961.0,-0.993
SpongeBob SquarePants: The Movie,30000000,85416609.0,1.847
Spotlight,20000000,45055776.0,1.253
Spring Breakers,5000000,14124286.0,1.825
Spun,4500000,410241.0,-0.909
Spy Game,90000000,62362560.0,-0.307
Spy Hard,18000000,26936265.0,0.496
Spy Kids,35000000,112692062.0,2.22
Spy Kids 2: The Island of Lost Dreams,38000000,85846296.0,1.259
Spy Kids 3-D: Game Over,40000000,111760631.0,1.794
Spy Kids: All the Time in the World,27000000,38536376.0,0.427
Spy!,65000000,110825712.0,0.705
St. Trinian's,11400000,15000.0,-0.999
St. Vincent,13000000,44137712.0,2.395
Stake Land,4000000,33245.0,-0.992
Stan Helsing: A Parody,14000000,0.0,-1.0
Stand by Me,8000000,52287414.0,5.536
Standard Operating Procedure,5000000,228830.0,-0.954
Standing Ovation,5600000,531806.0,-0.905
Star Trek,140000000,257730019.0,0.841
Star Trek Beyond,185000000,158848340.0,-0.141
Star Trek II: The Wrath of Khan,12000000,78912963.0,5.576
Star Trek III: The Search for Spock,18000000,76471046.0,3.248
Star Trek IV: The Voyage Home,24000000,109713132.0,3.571
Star Trek Into Darkness,190000000,228778661.0,0.204
Star Trek V: The Final Frontier,30000000,52210049.0,0.74
Star Trek VI: The Undiscovered Country,27000000,74888996.0,1.774
Star Trek: First Contact,46000000,92027888.0,1.001
Star Trek: Generations,38000000,75671262.0,0.991
Star Trek: Insurrection,70000000,70187658.0,0.003
Star Trek: Nemesis,60000000,43254409.0,-0.279
Star Trek: The Motion Picture,35000000,82258456.0,1.35
Star Wars Ep. I: The Phantom Menace,115000000,474544677.0,3.126
Star Wars Ep. II: Attack of the Clones,115000000,310676740.0,1.702
Star Wars Ep. III: Revenge of the Sith,115000000,380270577.0,2.307
Star Wars Ep. IV: A New Hope,11000000,460998007.0,40.909
Star Wars Ep. V: The Empire Strikes Back,23000000,290271960.0,11.621
Star Wars Ep. VI: Return of the Jedi,32500000,309205079.0,8.514
Star Wars Ep. VII: The Force Awakens,306000000,936662225.0,2.061
Star Wars: The Clone Wars,8500000,35161554.0,3.137
Stardust,70000000,38634938.0,-0.448
Stargate,55000000,71565669.0,0.301
Starship Troopers,100000000,54768952.0,-0.452
Starsky & Hutch,60000000,88200225.0,0.47
Starsuckers,640000,0.0,-1.0
State Fair,4500000,3500000.0,-0.222
State of Play,60000000,37017955.0,-0.383
Stay Alive,20000000,23086480.0,0.154
Steal (Canadian Release),15000000,220944.0,-0.985
Stealing Harvard,25000000,13973532.0,-0.441
Stealth,138000000,32116746.0,-0.767
Steamboy,20000000,468867.0,-0.977
Steel,16000000,1686429.0,-0.895
Step Brothers,65000000,100468793.0,0.546
Step Up,12000000,65328121.0,4.444
Step Up 2 the Streets,17500000,58017783.0,2.315
Step Up 3D,30000000,42400223.0,0.413
Step Up Revolution,33000000,35074677.0,0.063
Stepmom,50000000,91137662.0,0.823
Steve Jobs,30000000,17766658.0,-0.408
Stick It,20000000,26910736.0,0.346
Sticky Fingers of Time,250000,18195.0,-0.927
Stiff Upper Lips,5700000,69582.0,-0.988
Stigmata,32000000,50041732.0,0.564
Still Alice,5000000,18656400.0,2.731
Stitches,2000000,0.0,-1.0
Stoker,12000000,1703125.0,-0.858
Stolen,35000000,289773.0,-0.992
Stolen Summer,1500000,119841.0,-0.92
Stomp the Yard,14000000,61356221.0,3.383
Stone,22000000,1810078.0,-0.918
Stone Cold,25000000,9286314.0,-0.629
Stonewall,2000000,304602.0,-0.848
Stop-Loss,25000000,10915744.0,-0.563
Storks,70000000,72025173.0,0.029
Straight Outta Compton,28000000,161058685.0,4.752
Straight out of Brooklyn,450000,2712293.0,5.027
Stranded,1900000,0.0,-1.0
Strange Wilderness,20000000,6575282.0,-0.671
Stranger Than Fiction,30000000,40435190.0,0.348
Strangerland,10000000,17472.0,-0.998
Strangers on a Train,1200000,7000000.0,4.833
Strangers with Candy,2000000,2072645.0,0.036
Straw Dogs,25000000,10324441.0,-0.587
Street Fighter,35000000,33423000.0,-0.045
Street Fighter: The Legend of Chun-Li,50000000,9135036.0,-0.817
Street Kings,20000000,26415649.0,0.321
Stripes,10000000,85300000.0,7.53
Striptease,50000000,33109743.0,-0.338
Stuart Little,105000000,140015224.0,0.333
Stuart Little 2,120000000,64956806.0,-0.459
Stuck,5000000,67505.0,-0.986
Stuck On You,55000000,33832741.0,-0.385
Submarine,1900000,467602.0,-0.754
Subway,2000000,390659.0,-0.805
Sucker Punch,75000000,36392502.0,-0.515
Suffragette,14000000,4702420.0,-0.664
Sugar Hill,10000000,18272447.0,0.827
Sugar Town,250000,178095.0,-0.288
Suicide Squad,175000000,325100054.0,0.858
Sukkar banat,1600000,1060591.0,-0.337
Sully,60000000,124864239.0,1.081
Summer Catch,17000000,19693891.0,0.158
Summer of Sam,22000000,19288130.0,-0.123
Sunday,450000,410919.0,-0.087
Sunshine,40000000,3688560.0,-0.908
Sunshine Cleaning,5000000,12062558.0,1.413
Sunshine State,5600000,3064356.0,-0.453
Super,2500000,327716.0,-0.869
Super 8,50000000,127004179.0,1.54
Super Babies: Baby Geniuses 2,20000000,9109322.0,-0.545
Super Capers,2000000,30955.0,-0.985
Super Mario Bros.,42000000,20844907.0,-0.504
Super Size Me,65000,11529368.0,176.375
Super Troopers,1200000,18492362.0,14.41
Superbad,17500000,121463226.0,5.941
Supercross,30000000,3102550.0,-0.897
Superhero Movie,35000000,26638520.0,-0.239
Superman,55000000,134218018.0,1.44
Superman II,54000000,108185706.0,1.003
Superman III,39000000,59950623.0,0.537
Superman IV: The Quest for Peace,17000000,11227824.0,-0.34
Superman Returns,232000000,200120000.0,-0.137
Supernova,60000000,14218868.0,-0.763
Superstar,14000000,30628981.0,1.188
Supporting Characters,60000,4917.0,-0.918
Sur Le Seuil,2500000,2013052.0,-0.195
Surf's Up,100000000,58867694.0,-0.411
"Surfer, Dude",6000000,36497.0,-0.994
Surrogates,80000000,38577772.0,-0.518
Surveillance,3500000,27349.0,-0.992
Survivor,20000000,0.0,-1.0
Suspect Zero,27000000,8712564.0,-0.677
Sweet Charity,20000000,8000000.0,-0.6
Sweet Home Alabama,38000000,127214072.0,2.348
Sweet November,40000000,25288103.0,-0.368
Sweet Sweetback's Baad Asssss Song,150000,15200000.0,100.333
Swept Away,10000000,598645.0,-0.94
Swimfan,10000000,28564995.0,1.856
Swimming Pool,7800000,10130108.0,0.299
Swing Vote,21000000,16289867.0,-0.224
Swingers,200000,4505922.0,21.53
Switchback,38000000,6504442.0,-0.829
Swordfish,80000000,69772969.0,-0.128
Sydney White,16500000,11892415.0,-0.279
"Synecdoche, New York",20000000,3083538.0,-0.846
Syriana,50000000,50824620.0,0.016
TMNT,35000000,54149098.0,0.547
Ta Ra Rum Pum,7400000,872643.0,-0.882
Tadpole,150000,2891288.0,18.275
Tae Guik Gi: The Brotherhood of War,12500000,1110186.0,-0.911
Tailor of Panama,18000000,13491653.0,-0.25
Take Me Home Tonight,19000000,6928068.0,-0.635
Take Shelter,4750000,1728953.0,-0.636
Take the Lead,30000000,34742066.0,0.158
Taken,25000000,145000989.0,4.8
Taken 2,45000000,139854287.0,2.108
Taken 3,48000000,89256424.0,0.86
Takers,32000000,57744720.0,0.805
Taking Woodstock,29000000,7460204.0,-0.743
Tales from the Crypt: Demon Knight,12000000,21089146.0,0.757
Tales from the Hood,6000000,11784569.0,0.964
Talk Radio,4000000,3468572.0,-0.133
Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377.0,1.03
Tammy,20000000,84525432.0,3.226
Tangled,260000000,200821936.0,-0.228
Tango,4500000,1687311.0,-0.625
Tango & Cash,55000000,63408614.0,0.153
