title,c_prod_bud,domestic_box_office,domestic_box_office_roi
Miss Congeniality,45000000,106807667.0,1.374
Miss Congeniality 2: Armed and Fabulous,60000000,48478006.0,-0.192
Miss Julie,5500000,0.0,-1.0
Miss March,6000000,4543320.0,-0.243
Miss Peregrine’s Home for Peculiar Children,110000000,87001001.0,-0.209
Miss Potter,30000000,3005605.0,-0.9
Miss Sloane,18000000,3500605.0,-0.806
Mission to Mars,90000000,60874615.0,-0.324
Mission: Impossible,80000000,180981886.0,1.262
Mission: Impossible - Rogue Nation,150000000,195042377.0,0.3
Mission: Impossible 2,120000000,215409889.0,0.795
Mission: Impossible III,150000000,133501348.0,-0.11
Mission: Impossible—Ghost Protocol,145000000,209397903.0,0.444
Mississippi Mermaid,1600000,27795.0,-0.983
Mo' Better Blues,10000000,16153000.0,0.615
Moana,150000000,214257319.0,0.428
Moby Dick,4500000,10400000.0,1.311
Modern Problems,8000000,24474312.0,2.059
Modern Times,1500000,163245.0,-0.891
Molière,21600000,635733.0,-0.971
Molly,21000000,17396.0,-0.999
Mommie Dearest,5000000,19032000.0,2.806
Moms’ Night Out,5000000,10429707.0,1.086
Mona Lisa Smile,65000000,63803100.0,-0.018
Mondays in the Sun,4000000,146402.0,-0.963
Money Monster,27000000,41012075.0,0.519
Money Talks,25000000,41076865.0,0.643
Money Train,68000000,35324232.0,-0.481
Moneyball,50000000,75605492.0,0.512
Mongol,18000000,5705761.0,-0.683
Monkeybone,75000000,5409517.0,-0.928
Mononoke-hime,20000000,2374107.0,-0.881
Monsoon Wedding,1200000,13876974.0,10.564
Monster,5000000,34469210.0,5.894
Monster House,75000000,73661010.0,-0.018
Monster Hunt,56000000,32766.0,-0.999
Monster Trucks,125000000,0.0,-1.0
Monster's Ball,4000000,31273922.0,6.818
Monster-in-Law,45000000,82931301.0,0.843
Monsters,500000,237301.0,-0.525
Monsters University,200000000,268488329.0,0.342
Monsters vs. Aliens,175000000,198351526.0,0.133
"Monsters, Inc.",115000000,289423425.0,1.517
Monte Carlo,20000000,23186769.0,0.159
Monty Python and the Holy Grail,400000,3427696.0,7.569
Moon,5000000,5010163.0,0.002
Moonlight Mile,21000000,6830957.0,-0.675
Moonraker,31000000,70300000.0,1.268
Moonrise Kingdom,16000000,45512466.0,1.845
Morgan,8000000,3915251.0,-0.511
Morning Glory,40000000,31011732.0,-0.225
Mortal Kombat,20000000,70433227.0,2.522
Mortal Kombat: Annihilation,30000000,35927406.0,0.198
Mortdecai,60000000,7696134.0,-0.872
Morvern Callar,6000000,267194.0,-0.955
Mother and Child,7000000,1110509.0,-0.841
Motherhood,10000000,93388.0,-0.991
Moulin Rouge,53000000,57386369.0,0.083
Mouse Hunt,38000000,61894591.0,0.629
Movie 43,10000000,8840453.0,-0.116
Mr. 3000,30000000,21800302.0,-0.273
Mr. Bean's Holiday,25000000,33302167.0,0.332
Mr. Deeds,50000000,126293452.0,1.526
Mr. Holland's Opus,31000000,82582604.0,1.664
Mr. Nice Guy,6000000,12716953.0,1.119
Mr. Peabody & Sherman,145000000,111506430.0,-0.231
Mr. Poppers's Penguins,55000000,68224452.0,0.24
Mr. Smith Goes To Washington,1500000,9000000.0,5.0
Mr. Turner,14000000,3958546.0,-0.717
Mr. and Mrs. Smith,110000000,186336279.0,0.694
Mrs. Doubtfire,25000000,219195051.0,7.768
Mrs. Henderson Presents,20000000,11036366.0,-0.448
Mrs. Winterbourne,25000000,10039566.0,-0.598
Much Ado About Nothing,8000000,22549338.0,1.819
Mud,10000000,21590086.0,1.159
Mulan,90000000,120620254.0,0.34
Mulholland Drive,15000000,7219578.0,-0.519
Multiplicity,45000000,20133326.0,-0.553
Mumford,28700000,4559569.0,-0.841
Munich,75000000,47379090.0,-0.368
Muppets From Space,24000000,16304786.0,-0.321
Muppets Most Wanted,55000000,51178893.0,-0.069
Murder by Numbers,50000000,31874869.0,-0.363
Murderball,350000,1531154.0,3.375
Music and Lyrics,40000000,50572589.0,0.264
Must Love Dogs,35000000,43894863.0,0.254
Mutiny on The Bounty,19000000,13680000.0,-0.28
Mutual Appreciation,30000,103509.0,2.45
My All-American,20000000,2246000.0,-0.888
My Baby's Daddy,12000000,17321573.0,0.443
My Best Friend's Girl,20000000,19219250.0,-0.039
My Best Friend's Wedding,46000000,126813153.0,1.757
My Big Fat Greek Wedding,5000000,241438208.0,47.288
My Big Fat Greek Wedding 2,18000000,59689605.0,2.316
My Big Fat Independent Movie,3000000,4655.0,-0.998
My Bloody Valentine,14000000,51545952.0,2.682
My Blueberry Nights,10000000,866778.0,-0.913
My Boss's Daughter,14000000,15549702.0,0.111
My Cousin Vinny,11000000,52929168.0,3.812
My Date With Drew,1100,181041.0,163.583
My Dog Skip,7000000,34099640.0,3.871
My Dog Tulip,350000,246574.0,-0.296
My Fair Lady,17000000,72000000.0,3.235
My Favorite Martian,60000000,36850101.0,-0.386
My Fellow Americans,21500000,22331846.0,0.039
My Girl,16500000,58011485.0,2.516
My Life Without Me,2500000,432360.0,-0.827
My Life in Ruins,17000000,8665206.0,-0.49
My Name is Bruce,1500000,173066.0,-0.885
My Name is Khan,8470000,4046336.0,-0.522
My Own Private Idaho,2500000,6401336.0,1.561
My Sister's Keeper,27500000,49200230.0,0.789
My Soul to Take,25000000,14744435.0,-0.41
My Stepmother Is an Alien,16000000,13854000.0,-0.134
My Summer of Love,1700000,1000915.0,-0.411
My Super Ex-Girlfriend,30000000,22530295.0,-0.249
My Week with Marilyn,10000000,14597405.0,0.46
Mystery Men,68000000,29762011.0,-0.562
"Mystery, Alaska",28000000,8891623.0,-0.682
Mystic Pizza,6000000,12793213.0,1.132
Mystic River,30000000,90135191.0,2.005
Män som hatar kvinnor,13000000,12749992.0,-0.019
N-Secure,1600000,2595644.0,0.622
Nacho Libre,32000000,80197993.0,1.506
Naked Gun 33 1/3: The Final Insult,30000000,51041856.0,0.701
Namastey London,8400000,1207007.0,-0.856
Nancy Drew,20000000,25584685.0,0.279
Nanjing! Nanjing!,12000000,122558.0,-0.99
Nannerl la soeur de Mozart,4500000,707885.0,-0.843
Nanny McPhee,25000000,47279279.0,0.891
Nanny McPhee and the Big Bang,35000000,29197642.0,-0.166
Napoleon Dynamite,400000,44540956.0,110.352
Narc,7500000,10465659.0,0.395
National Lampoon's Animal House,3000000,141600000.0,46.2
National Lampoon's Van Wilder,6000000,21305259.0,2.551
National Lampoon’s Vacation,15000000,61400000.0,3.093
National Treasure,100000000,173005002.0,0.73
Naturally Native,700000,10508.0,-0.985
Ne le dis à personne,18500000,6198883.0,-0.665
Neal n' Nikki,1300000,100358.0,-0.923
Nebraska,12000000,17654912.0,0.471
Need for Speed,66000000,43568507.0,-0.34
Neighbors,18000000,150086800.0,7.338
Neighbors 2: Sorority Rising,35000000,55340730.0,0.581
Nerve,20000000,38583626.0,0.929
Network,3800000,23689877.0,5.234
Never Again,500000,307631.0,-0.385
Never Back Down,21000000,24850922.0,0.183
Never Let Me Go,15000000,2434652.0,-0.838
Never Say Never Again,36000000,55500000.0,0.542
New Year’s Eve,26000000,54544638.0,1.098
New York Minute,40000000,14018364.0,-0.65
New York Stories,15000000,10763469.0,-0.282
"New York, New York",14000000,13800000.0,-0.014
New in Town,8000000,16734283.0,1.092
Newlyweds,9000,4584.0,-0.491
Next Day Air,3000000,10027047.0,2.342
Next Friday,9500000,57176582.0,5.019
"Next Stop, Wonderland",1000000,3395581.0,2.396
Niagara,1250000,2500000.0,1.0
Nicholas Nickleby,10000000,1562800.0,-0.844
Nick and Norah's Infinite Playlist,10000000,31487293.0,2.149
Nie yin niang,15000000,632542.0,-0.958
Night Lights,250000,12848.0,-0.949
Night at the Museum,110000000,250863268.0,1.281
Night at the Museum: Battle of the Smithsonian,150000000,177243721.0,0.182
Night at the Museum: Secret of the Tomb,127000000,113746621.0,-0.104
Night of the Living Dead,4200000,5835247.0,0.389
Nightcrawler,8500000,32381218.0,2.81
Nighthawks,5000000,14600000.0,1.92
Nikita,7000000,5017971.0,-0.283
Nikté,2400000,0.0,-1.0
Nim's Island,37000000,48006762.0,0.297
Nine,80000000,19676965.0,-0.754
Nine 1/2 Weeks,18000000,6734844.0,-0.626
Ninja Assassin,50000000,38122883.0,-0.238
Nixon,45000000,13668249.0,-0.696
No Country for Old Men,25000000,74273505.0,1.971
No End In Sight,2000000,1433319.0,-0.283
No Escape,5000000,27288872.0,4.458
No Good Deed,13200000,52543632.0,2.981
No Looking Back,5000000,143273.0,-0.971
No Man's Land,1000000,1067481.0,0.067
No Reservations,28000000,43107979.0,0.54
No Strings Attached,25000000,70662220.0,1.826
No se Aceptan Devoluciones,5000000,44467206.0,7.893
Noah,130000000,101200044.0,-0.222
Nochnoy dozor,4200000,1502188.0,-0.642
Nocturnal Animals,22500000,10251307.0,-0.544
Nomad,40000000,79123.0,-0.998
Non-Stop,50000000,91742160.0,0.835
Norm of the North,18000000,17062499.0,-0.052
North Country,30000000,18324242.0,-0.389
Northfork,1900000,1420578.0,-0.252
Not Another Teen Movie,15000000,37882551.0,1.526
Not Cool,800000,35688.0,-0.955
Not Easily Broken,5000000,10572742.0,1.115
Notes on a Scandal,27500000,17510118.0,-0.363
Nothing,4000000,0.0,-1.0
Nothing But a Man,300000,17241.0,-0.943
Nothing To Lose,25000000,44480039.0,0.779
Notorious,19000000,36843682.0,0.939
Notting Hill,42000000,116089678.0,1.764
November,250000,191862.0,-0.233
Novocaine,6000000,2025238.0,-0.662
Now You See Me,75000000,117723989.0,0.57
Now You See Me 2,90000000,65075540.0,-0.277
Now is Good,500000,0.0,-1.0
Nowhere Boy,1900000,1445366.0,-0.239
Nowhere in Africa,6500000,6173485.0,-0.05
Nowhere to Run,15000000,22189039.0,0.479
Nueve Reinas,1500000,1222889.0,-0.185
Nurse Betty,24000000,25170054.0,0.049
Nutty Professor II: The Klumps,84000000,123307945.0,0.468
O (Othello),5000000,16017403.0,2.203
"O Brother, Where Art Thou?",26000000,45506619.0,0.75
Obitaemyy ostrov,36500000,0.0,-1.0
Oblivion,120000000,89107235.0,-0.257
Observe and Report,18000000,24007324.0,0.334
Obsessed,20000000,68261644.0,2.413
Obsluhoval jsem anglického krále,4900000,617228.0,-0.874
Obvious Child,1000000,3122616.0,2.123
Ocean's Eleven,85000000,183417150.0,1.158
Ocean's Thirteen,85000000,117144465.0,0.378
Ocean's Twelve,110000000,125531634.0,0.141
Oceans,80000000,19422319.0,-0.757
October Baby,1000000,5355847.0,4.356
Octopussy,27500000,67900000.0,1.469
Oculus,5000000,27695246.0,4.539
Office Christmas Party,45000000,52095118.0,0.158
Office Space,10000000,10827813.0,0.083
Old Dogs,35000000,49492060.0,0.414
Old Joy,300000,255923.0,-0.147
Old School,24000000,75155000.0,2.131
Oldboy,3000000,707391.0,-0.764
Oliver Twist,65000000,2070920.0,-0.968
Oliver!,10000000,37402877.0,2.74
Olympus Has Fallen,70000000,98927592.0,0.413
On Deadly Ground,50000000,38590458.0,-0.228
On Her Majesty's Secret Service,8000000,22800000.0,1.85
On the Down Low,10000,1987.0,-0.801
On the Line,10000000,4365455.0,-0.563
On the Outs,250000,49772.0,-0.801
On the Road,25000000,720828.0,-0.971
On the Waterfront,910000,9600000.0,9.549
Once,150000,9445857.0,61.972
Once Upon a Time in America,30000000,5321508.0,-0.823
Once Upon a Time in Mexico,29000000,56330657.0,0.942
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,144601.0,-0.855
Ondine,12000000,550472.0,-0.954
One Day,15000000,13843771.0,-0.077
One Direction: This is Us,10000000,28873374.0,1.887
One Flew Over the Cuckoo's Nest,4400000,108981275.0,23.768
One Hour Photo,12000000,31597131.0,1.633
One Man's Hero,18000000,229311.0,-0.987
One Missed Call,20000000,26890041.0,0.345
One Night with the King,20000000,13395961.0,-0.33
One True Thing,30000000,23337196.0,-0.222
One for the Money,42000000,26414527.0,-0.371
Ong-Bak 2,15000000,102458.0,-0.993
Only God Forgives,4800000,775849.0,-0.838
Only the Strong,6000000,3273588.0,-0.454
Opal Dreams,9000000,14443.0,-0.998
Open Range,26000000,58331254.0,1.244
Open Road,3000000,0.0,-1.0
Open Season,85000000,85105259.0,0.001
Open Water,500000,30500882.0,60.002
Operation Chromite,12700000,1022720.0,-0.919
Orange County,18000000,41059716.0,1.281
Ordinary People,6000000,52302978.0,7.717
Orgazmo,1000000,582024.0,-0.418
Original Sin,26000000,16521410.0,-0.365
Orphan,20000000,41596251.0,1.08
Osama,500000,1127331.0,1.255
Oscar and Lucinda,12500000,1612957.0,-0.871
Osmosis Jones,70000000,13596911.0,-0.806
Othello,11000000,2844379.0,-0.741
Ouija,5000000,50856010.0,9.171
Ouija: Origin of Evil,9000000,34992970.0,2.888
Our Brand is Crisis,28000000,7002261.0,-0.75
Our Family Wedding,14000000,20255281.0,0.447
Our Idiot Brother,5000000,24814830.0,3.963
Out Cold,11000000,13906394.0,0.264
Out of Africa,31000000,79096868.0,1.552
Out of Sight,48000000,37562568.0,-0.217
Out of Time,50000000,41083108.0,-0.178
Out of the Blue,4600000,728.0,-1.0
Out of the Dark,1600000,419428.0,-0.738
Out of the Furnace,22000000,11330849.0,-0.485
Outbreak,50000000,67823573.0,0.356
Outlander,50000000,166003.0,-0.997
Outside Bet,7500000,0.0,-1.0
Outside Providence,7000000,7309628.0,0.044
Over Her Dead Body,10000000,7570127.0,-0.243
Over the Hedge,80000000,155019340.0,0.938
Over the Hill to the Poorhouse,100000,3000000.0,29.0
Owning Mahowny,10000000,1011054.0,-0.899
Oz the Great and Powerful,200000000,234770996.0,0.174
P.S. I Love You,30000000,53695808.0,0.79
PCU,9000000,4333569.0,-0.518
POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476.0,-0.645
Paa,4300000,199228.0,-0.954
Pacific Rim,190000000,101802906.0,-0.464
Paddington,55000000,76223578.0,0.386
Pain & Gain,26000000,49875291.0,0.918
Paint Your Wagon,20000000,31678778.0,0.584
Pale Rider,6900000,41410568.0,5.002
Palo Alto,1000000,767732.0,-0.232
Pan,150000000,35088320.0,-0.766
Pandora's Box,800000,881950.0,0.102
Pandorum,40000000,10330853.0,-0.742
Panic,1000000,779137.0,-0.221
Panic Room,48000000,95308367.0,0.986
Paparazzi,20000000,15712072.0,-0.214
Paper Towns,12000000,32000304.0,1.667
ParaNorman,60000000,56003051.0,-0.067
Paranoia,40000000,7388654.0,-0.815
Paranormal Activity,450000,107918810.0,238.82
Paranormal Activity 2,3000000,84752907.0,27.251
Paranormal Activity 3,5000000,104028807.0,19.806
Paranormal Activity 4,5000000,53900335.0,9.78
Paranormal Activity: The Ghost Dimension,10000000,18297124.0,0.83
Paranormal Activity: The Marked Ones,5000000,32462372.0,5.492
Parental Guidance,25000000,77267296.0,2.091
"Paris, je t'aime",13000000,4857374.0,-0.626
Parker,35000000,17616641.0,-0.497
Party Monster,5000000,742898.0,-0.851
Passchendaele,20000000,4452423.0,-0.777
Passengers,110000000,11825201.0,-0.892
Pat Garrett and Billy the Kid,4638783,8000000.0,0.725
Patch Adams,50000000,135014968.0,1.7
Pathology,8000000,109045.0,-0.986
Patriot Games,45000000,83287363.0,0.851
Patton,12000000,62500000.0,4.208
Paul,40000000,37412945.0,-0.065
Paul Blart: Mall Cop,26000000,146336178.0,4.628
Paul Blart: Mall Cop 2,38000000,71038190.0,0.869
Pay it Forward,40000000,33508922.0,-0.162
Payback,50000000,81526121.0,0.631
Paycheck,60000000,53789313.0,-0.104
"Peace, Propaganda and the Promised Land",70000,4930.0,-0.93
Peaceful Warrior,10000000,2893666.0,-0.711
Pearl Harbor,151500000,198539855.0,0.31
Peeples,15000000,9177065.0,-0.388
Peggy Sue Got Married,18000000,41382841.0,1.299
Penguins of Madagascar,132000000,83350911.0,-0.369
Penitentiary,100000,287000.0,1.87
People I Know,20000000,121972.0,-0.994
People Like Us,16000000,12431792.0,-0.223
Per qualche dollaro in più,600000,4300000.0,6.167
Per un pugno di dollari,200000,3500000.0,16.5
Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303.0,-0.066
Percy Jackson: Sea of Monsters,90000000,68559554.0,-0.238
Perfume: The Story of a Murderer,63700000,2223293.0,-0.965
Perrier's Bounty,6600000,828.0,-1.0
Persepolis,7300000,4443403.0,-0.391
Pet Sematary,11500000,57469179.0,3.997
Peter Pan,100000000,48417850.0,-0.516
Peter Pan: Return to Neverland,20000000,48430258.0,1.422
Pete’s Dragon,65000000,76233151.0,0.173
Phantasm II,3000000,7000000.0,1.333
Phantom,18000000,1034589.0,-0.943
Phat Girlz,3000000,7061128.0,1.354
Phenomenon,32000000,104636382.0,2.27
Philadelphia,26000000,77324422.0,1.974
Philomena,12000000,37709979.0,2.142
Phone Booth,11000000,46566212.0,3.233
Pi,68000,3221152.0,46.37
Pieces of April,300000,2528664.0,7.429
Pierrot le fou,300000,70807.0,-0.764
Pink Flamingos,12000,413802.0,33.484
Pink Narcissus,27000,8231.0,-0.695
"Pink Ribbons, Inc.",1200000,26608.0,-0.978
Pinocchio,45000000,3681811.0,-0.918
Piranha 3D,24000000,25003155.0,0.042
Pirates,40000000,1641825.0,-0.959
Pirates of the Caribbean: At World's End,300000000,309420425.0,0.031
Pirates of the Caribbean: Dead Man's Chest,225000000,423315812.0,0.881
Pirates of the Caribbean: On Stranger Tides,250000000,241063875.0,-0.036
Pirates of the Caribbean: The Curse of the Black Pearl,125000000,305411224.0,1.443
Pitch Black,23000000,39235088.0,0.706
Pitch Perfect,17000000,65001093.0,2.824
Pitch Perfect 2,29000000,183785415.0,5.337
Pixels,90000000,78747585.0,-0.125
Planes: Fire and Rescue,50000000,59157732.0,0.183
Planet 51,60000000,42194060.0,-0.297
Planet of the Apes,100000000,180011740.0,0.8
Plastic,10000000,0.0,-1.0
Platoon,6000000,137963328.0,21.994
Play it to the Bone,24000000,8427204.0,-0.649
Playing for Keeps,35000000,2000000.0,-0.943
Please Give,3000000,4033574.0,0.345
Plush,2000000,3080.0,-0.998
Pocahontas,55000000,141579773.0,1.574
Pocketful of Miracles,2900000,5000000.0,0.724
Poetic Justice,14000000,27450453.0,0.961
Point Break,100000000,28782481.0,-0.712
Pokemon 2000,30000000,43746923.0,0.458
Pokemon 3: The Movie,3000000,17052128.0,4.684
Pokemon: The First Movie,30000000,85744662.0,1.858
Police Academy,4500000,81198894.0,17.044
Police Academy 7: Mission to Moscow,10000000,126247.0,-0.987
Polisse,8900000,176988.0,-0.98
Pollock,6000000,8596914.0,0.433
Poltergeist,35000000,47425125.0,0.355
Poltergeist III,9500000,14114000.0,0.486
Pompeii,80000000,23169033.0,-0.71
Pontypool,1500000,3865.0,-0.997
Pooh's Heffalump Movie,20000000,18098433.0,-0.095
Poolhall Junkies,4000000,563711.0,-0.859
Pootie Tang,3500000,3293258.0,-0.059
Popeye,20000000,49823037.0,1.491
Popstar: Never Stop Never Stopping,20000000,9496130.0,-0.525
Porky's,4000000,109492484.0,26.373
Poseidon,160000000,60674817.0,-0.621
Possession,25000000,10103647.0,-0.596
Post Grad,15000000,6380019.0,-0.575
Poultrygeist: Night of the Chicken Dead,450000,13804.0,-0.969
Pourquoi j'ai pas mangé mon père,42000000,0.0,-1.0
Practical Magic,60000000,46850558.0,-0.219
Praia do Futuro,4000000,20620.0,-0.995
Precious (Based on the Novel Push by Sapphire),10000000,47566524.0,3.757
Predator,18000000,59735548.0,2.319
Predator 2,35000000,28317513.0,-0.191
Predators,40000000,52000688.0,0.3
Prefontaine,8000000,590817.0,-0.926
Premium Rush,35000000,20275446.0,-0.421
Premonition,20000000,47852604.0,1.393
Pretty Woman,14000000,178406268.0,11.743
Pride & Prejudice,28000000,38372662.0,0.37
Pride and Glory,30000000,15740721.0,-0.475
Pride and Prejudice and Zombies,28000000,10907291.0,-0.61
Priest,60000000,29136626.0,-0.514
Primary Colors,65000000,39017984.0,-0.4
Primer,7000,424760.0,59.68
Prince of Persia: Sands of Time,200000000,90759676.0,-0.546
Princess Kaiulani,9000000,883887.0,-0.902
Prison,4000000,354704.0,-0.911
Prisoners,46000000,61002302.0,0.326
Private Benjamin,15000000,69847348.0,3.656
Project Almanac,12000000,22348241.0,0.862
Project X,12000000,54731865.0,3.561
Prom,8000000,10130219.0,0.266
Prom Night,18000000,43869350.0,1.437
Prometheus,125000000,126477084.0,0.012
Promised Land,15000000,7597898.0,-0.493
Proof,20000000,7535331.0,-0.623
Proof of Life,65000000,32598931.0,-0.498
Prophecy,12000000,22673340.0,0.889
Psycho,20000000,21541218.0,0.077
Psycho Beach Party,4000000,267972.0,-0.933
Public Enemies,102500000,97104620.0,-0.053
Pulp Fiction,8000000,107928762.0,12.491
Pulse,20500000,20264436.0,-0.011
Pump,2000000,72277.0,-0.964
Punch-Drunk Love,25000000,17791031.0,-0.288
Punisher: War Zone,35000000,8050977.0,-0.77
Push,38000000,31811527.0,-0.163
Pushing Tin,33000000,8408835.0,-0.745
Puss in Boots,130000000,149260504.0,0.148
Q,1200000,255000.0,-0.788
Quantum of Solace,230000000,169368427.0,-0.264
Quarantine,12000000,31691811.0,1.641
Quartet,11000000,18388357.0,0.672
Que Horas Ela Volta?,1200000,376976.0,-0.686
Queen of the Damned,35000000,30307804.0,-0.134
Quest for Camelot,40000000,22772500.0,-0.431
Quigley Down Under,20000000,21413105.0,0.071
Quills,13500000,7060876.0,-0.477
Quinceanera,400000,1692693.0,3.232
Quo Vadis?,8250000,30000000.0,2.636
R.I.P.D.,130000000,33618855.0,-0.741
R.V.,55000000,71724497.0,0.304
R100,5500000,24956.0,-0.995
RED 2,84000000,53262560.0,-0.366
Rabbit Hole,5000000,2229058.0,-0.554
Rabbit-Proof Fence,7000000,6199600.0,-0.114
Race,5000000,19115191.0,2.823
Race to Witch Mountain,50000000,67172594.0,0.343
Rachel Getting Married,12000000,12796861.0,0.066
Racing Stripes,30000000,49772522.0,0.659
Radio,35000000,52333738.0,0.495
Radio Days,16000000,14792779.0,-0.075
Radio Flyer,35000000,4651977.0,-0.867
Raging Bull,18000000,23380203.0,0.299
Raiders of the Lost Ark,20000000,248159971.0,11.408
Rain Man,25000000,172825435.0,5.913
Raise Your Voice,15000000,10411980.0,-0.306
Raise the Titanic,40000000,7000000.0,-0.825
Raising Cain,11000000,21171695.0,0.925
Raising Helen,50000000,37485528.0,-0.25
Raising Victor Vargas,800000,2073984.0,1.592
Rambo,47500000,42754105.0,-0.1
Rambo III,58000000,53715611.0,-0.074
Rambo: First Blood Part II,44000000,150415432.0,2.419
Ramona and Beezus,15000000,26167002.0,0.744
Random Hearts,64000000,31054924.0,-0.515
Rang De Basanti,5300000,2197694.0,-0.585
Rango,135000000,123257581.0,-0.087
Ransom,70000000,136492681.0,0.95
Rapa Nui,20000000,305070.0,-0.985
Rat Race,48000000,56607223.0,0.179
Ratatouille,150000000,206445654.0,0.376
Ratchet and Clank,20000000,8813410.0,-0.559
Ravenous,12000000,2062406.0,-0.828
Ray,40000000,75305995.0,0.883
Raymond Did It,40000,3632.0,-0.909
Ready to Rumble,24000000,12372410.0,-0.484
Real Steel,110000000,85463309.0,-0.223
Real Women Have Curves,3000000,5853194.0,0.951
Rebecca,1288000,6000000.0,3.658
Rebound,45000000,16809014.0,-0.626
Recess: School's Out,10000000,36696761.0,2.67
Red,60000000,90380162.0,0.506
Red Cliff,40000000,627047.0,-0.984
Red Dawn,65000000,44806783.0,-0.311
Red Dog,9100000,0.0,-1.0
Red Dragon,78000000,92955420.0,0.192
Red Eye,26000000,57891803.0,1.227
Red Lights,17700000,49521.0,-0.997
Red Planet,80000000,17480890.0,-0.781
Red Riding Hood,42000000,37662162.0,-0.103
Red River,3000000,9012000.0,2.004
Red Sky,25000000,0.0,-1.0
Red Sonja,17900000,6905861.0,-0.614
Red State,4000000,1065429.0,-0.734
Red Tails,58000000,49876377.0,-0.14
Redacted,5000000,65388.0,-0.987
Redbelt,7000000,2344847.0,-0.665
Redemption,23000000,36686.0,-0.998
Redemption Road,2300000,29384.0,-0.987
Reds,33500000,50000000.0,0.493
Regression,20000000,55039.0,-0.997
Reign Over Me,20000000,19661987.0,-0.017
Reign of Assassins,14000000,0.0,-1.0
Reign of Fire,60000000,43061982.0,-0.282
Reindeer Games,36000000,23360779.0,-0.351
Rejsen til Saturn,2700000,0.0,-1.0
Religulous,2500000,13011160.0,4.204
Remember Me,16000000,19068240.0,0.192
"Remember Me, My Love",6700000,223878.0,-0.967
Remember the Titans,30000000,115654751.0,2.855
Renaissance,18000000,70644.0,-0.996
Renaissance Man,40000000,24172899.0,-0.396
Rendition,27500000,9736045.0,-0.646
Reno 911!: Miami,10000000,20342161.0,1.034
Rent,40000000,29077547.0,-0.273
Repo Man,1500000,2300000.0,0.533
Repo Men,32000000,13942007.0,-0.564
Repo! The Genetic Opera,8500000,140244.0,-0.984
Requiem for a Dream,4500000,3635482.0,-0.192
Rescue Dawn,10000000,5490423.0,-0.451
Reservoir Dogs,1200000,2832029.0,1.36
Resident Evil,35000000,40119709.0,0.146
Resident Evil: Afterlife,57500000,60128566.0,0.046
Resident Evil: Apocalypse,50000000,50740078.0,0.015
Resident Evil: Extinction,45000000,50648679.0,0.126
Resident Evil: Retribution,65000000,42345531.0,-0.349
Restless,8000000,163753.0,-0.98
Restoration,18000000,4100000.0,-0.772
Resurrecting the Champ,13000000,3172382.0,-0.756
Return of the Living Dead 3,2000000,21000.0,-0.99
Return of the Living Dead Part II,6200000,9205924.0,0.485
Return to Me,24000000,32662299.0,0.361
Return to Oz,27000000,10618813.0,-0.607
Return to the Blue Lagoon,11000000,2000000.0,-0.818
Return to the Land of Wonders,5000,1338.0,-0.732
Revolution#9,350000,9118.0,-0.974
Revolutionary Road,45000000,22911480.0,-0.491
Richard III,9200000,2684904.0,-0.708
Ricki and the Flash,18000000,26822144.0,0.49
Riddick,38000000,42025135.0,0.106
Ride Along,25000000,134202565.0,4.368
Ride Along 2,40000000,90862685.0,1.272
Ride With the Devil,35000000,630779.0,-0.982
Riding Giants,2600000,2276368.0,-0.124
Riding in Cars with Boys,47000000,29781453.0,-0.366
Righteous Kill,60000000,40081410.0,-0.332
Rio,90000000,143619809.0,0.596
Rio 2,130000000,131538435.0,0.012
Rise of the Guardians,145000000,103412758.0,-0.287
Rise of the Planet of the Apes,93000000,176760185.0,0.901
Risen,20000000,36880033.0,0.844
River's Edge,1900000,4600000.0,1.421
Rize,700000,3278611.0,3.684
Ri¢hie Ri¢h,40000000,38087756.0,-0.048
Road Hard,1500000,113169.0,-0.925
Road House,10000000,30050028.0,2.005
Road Trip,16000000,68525609.0,3.283
Road to Perdition,80000000,104054514.0,0.301
Roadside Romeo,2000000,55202.0,-0.972
Roar,17000000,2110050.0,-0.876
Rob Roy,28000000,31390587.0,0.121
Robin Hood,210000000,105269730.0,-0.499
Robin Hood: Prince of Thieves,50000000,165493908.0,2.31
Robin and Marian,5000000,8000000.0,0.6
RoboCop,120000000,58607007.0,-0.512
RoboCop 3,22000000,10696210.0,-0.514
Robot & Frank,2500000,3317468.0,0.327
Robots,80000000,128200012.0,0.603
Rock Star,38000000,16991902.0,-0.553
Rock of Ages,70000000,38518613.0,-0.45
Rocket Singh: Salesman of the Year,1070000,164649.0,-0.846
RocknRolla,18000000,5700626.0,-0.683
Rocky,1000000,117235147.0,116.235
Rocky Balboa,24000000,70269899.0,1.928
Roger & Me,140000,6706368.0,46.903
Rogue,23000000,10452.0,-1.0
Rogue One: A Star Wars Story,200000000,440901381.0,1.205
Role Models,28000000,67300955.0,1.404
Roll Bounce,10000000,17380866.0,0.738
Rollerball,70000000,18990542.0,-0.729
Romance and Cigarettes,11000000,551002.0,-0.95
Romeo Is Bleeding,10000000,3275585.0,-0.672
Romeo Must Die,25000000,55973336.0,1.239
Romeo+Juliet,14500000,46338728.0,2.196
Ronin,55000000,41610884.0,-0.243
